numero,descricao,bug,tech_debt,repo,ultima_alteracao,ideia,para_rodar,em_progresso,para_homologacao,em_homologacao,em_producao,aprendemos,cycle_time,lead_time
109,Busca avançada / filtros,false,false,servicosgovbr/guia-de-servicos,05/14/15 18:19,03/12/15 21:44,03/12/15 21:50,03/12/15 21:50,03/12/15 21:50,03/12/15 21:50,03/12/15 21:50,,1,
108,Bloco de menu contextual,false,false,servicosgovbr/guia-de-servicos,05/14/15 10:28,03/12/15 21:42,03/12/15 21:49,03/12/15 21:49,03/12/15 21:49,03/12/15 21:49,03/12/15 21:49,,1,
107,Listar serviços por público-alvo,false,false,servicosgovbr/guia-de-servicos,05/14/15 10:40,03/12/15 21:41,03/12/15 21:49,03/12/15 21:49,03/12/15 21:49,03/12/15 21:49,03/12/15 21:49,,1,
106,Lista de órgãos A-Z,false,false,servicosgovbr/guia-de-servicos,05/14/15 10:06,03/12/15 21:41,03/12/15 21:47,03/12/15 21:47,03/12/15 21:47,03/12/15 21:47,03/12/15 21:47,,1,
105,Listar serviços por área de interesse (VCGE),false,false,servicosgovbr/guia-de-servicos,04/28/15 14:32,03/12/15 21:40,03/12/15 21:51,03/12/15 21:51,03/12/15 21:51,03/12/15 21:51,03/12/15 21:51,,1,
104,Listar serviços em ordem A-Z,false,false,servicosgovbr/guia-de-servicos,05/14/15 10:06,03/12/15 21:40,03/12/15 21:48,03/12/15 21:48,03/12/15 21:48,03/12/15 21:48,03/12/15 21:48,,1,
103,Revisar imagem p/ OGP,false,false,servicosgovbr/guia-de-servicos,05/18/15 11:30,03/12/15 18:42,03/12/15 18:42,03/12/15 18:42,03/12/15 18:42,03/12/15 18:42,03/12/15 18:42,,1,
102,Adicionando microdata e corrigindo scss #99,false,false,servicosgovbr/guia-de-servicos,03/12/15 21:31,03/12/15 17:08,03/12/15 17:08,03/12/15 17:08,03/12/15 17:08,03/12/15 17:08,03/12/15 17:08,03/12/15 17:36,1,1
101,Adicionando dados do GovernmentOrganization para a página de serviços por órgão #80 #94,false,false,servicosgovbr/guia-de-servicos,03/12/15 21:31,03/12/15 14:08,03/12/15 14:08,03/12/15 14:08,03/12/15 14:08,03/12/15 14:08,03/12/15 14:08,03/12/15 14:22,1,1
100,Adicionar Piwik / Google Analytics,false,false,servicosgovbr/guia-de-servicos,05/12/15 08:25,03/12/15 12:50,03/12/15 12:50,03/12/15 12:50,03/12/15 12:50,03/12/15 12:50,03/12/15 12:50,,1,
99,Adicionar Google Sitelinks Searchbox,false,false,servicosgovbr/guia-de-servicos,03/24/15 17:51,03/12/15 12:47,03/12/15 12:47,03/12/15 12:47,03/12/15 12:47,03/12/15 12:47,03/12/15 12:47,,1,
98,Adicionar Google Breadcrumbs,false,false,servicosgovbr/guia-de-servicos,05/12/15 08:26,03/12/15 12:46,03/12/15 12:46,03/12/15 12:46,03/12/15 12:46,03/12/15 12:46,03/12/15 12:46,,1,
97,Revisão SEO ,false,false,servicosgovbr/guia-de-servicos,05/19/15 11:57,03/12/15 11:37,03/12/15 11:37,03/12/15 11:37,03/12/15 11:37,03/12/15 11:37,03/12/15 11:37,,1,
96,"Revisar texto ""Sobre o Guia""",false,false,servicosgovbr/guia-de-servicos,05/14/15 10:23,03/12/15 11:00,03/12/15 11:00,03/12/15 11:00,03/12/15 11:00,03/12/15 11:00,03/12/15 11:00,,1,
95,"Página ""Fale com o Governo""",false,false,servicosgovbr/guia-de-servicos,03/12/15 21:11,03/12/15 10:11,03/12/15 10:15,03/12/15 10:15,03/12/15 10:15,03/12/15 10:15,03/12/15 10:15,03/12/15 19:27,1,1
94,Métricas sendo salvas de forma incorreta ao adicionar carga à aplicação,true,false,servicosgovbr/guia-de-servicos,03/20/15 19:37,03/11/15 17:13,03/11/15 17:13,03/11/15 17:13,03/11/15 17:13,03/11/15 17:13,03/11/15 17:13,03/20/15 19:37,1,9
93,Padronizando o type retornado para a sugestão opensearch #65,false,false,servicosgovbr/guia-de-servicos,03/12/15 21:31,03/11/15 16:08,03/11/15 16:08,03/11/15 16:08,03/11/15 16:08,03/11/15 16:08,03/11/15 16:08,03/12/15 09:16,1,1
92,Revisão do grid,false,false,servicosgovbr/guia-de-servicos,05/14/15 10:10,03/09/15 17:00,03/09/15 18:34,03/09/15 18:34,03/09/15 18:34,03/09/15 18:34,03/09/15 18:34,,1,
91,Adicionando tips para uma instalação/desenvolvimento mais suave,false,false,servicosgovbr/guia-de-servicos,03/12/15 21:31,03/09/15 09:50,03/09/15 09:50,03/09/15 09:50,03/09/15 09:50,03/09/15 09:50,03/09/15 09:50,03/09/15 10:43,1,1
90,Adicionando sugestões para opensearch,false,false,servicosgovbr/guia-de-servicos,03/09/15 09:21,03/09/15 09:12,03/09/15 09:12,03/09/15 09:12,03/09/15 09:12,03/09/15 09:12,03/09/15 09:12,03/09/15 09:21,1,1
89,Adicionar URLs para crawler,false,false,servicosgovbr/guia-de-servicos,05/19/15 10:32,03/06/15 16:29,03/06/15 16:29,03/06/15 16:29,03/06/15 16:29,03/06/15 16:29,03/06/15 16:29,,1,
88,Estudar o item 'Modelo de apresentação visual' da TR e definir próximos passos deste subproduto,false,false,servicosgovbr/guia-de-servicos,03/17/15 18:09,03/06/15 14:42,03/06/15 14:42,03/06/15 14:42,03/06/15 14:42,03/06/15 14:42,03/06/15 14:42,03/17/15 18:08,1,11
87,Migrar CSS para SASS,false,false,servicosgovbr/guia-de-servicos,05/12/15 08:26,03/04/15 15:20,03/04/15 15:20,03/04/15 15:20,03/04/15 15:20,03/04/15 15:20,03/04/15 15:20,,1,
86,Busca fonética para o Elastic Search,false,false,servicosgovbr/guia-de-servicos,05/14/15 18:58,03/03/15 17:35,03/03/15 17:35,03/03/15 17:35,03/03/15 17:35,03/03/15 17:35,03/03/15 17:35,,1,
85,"Foco do cursor deve estar em ""Ir para o conteúdo [1]"" e não na busca. ",true,false,servicosgovbr/guia-de-servicos,03/04/15 10:32,03/03/15 13:50,03/03/15 13:50,03/03/15 13:50,03/03/15 13:50,03/03/15 13:50,03/03/15 13:50,03/04/15 10:32,1,1
84,Mapear Área de Interesse no VCGE,false,false,servicosgovbr/guia-de-servicos,05/14/15 18:20,03/02/15 18:22,03/02/15 18:22,03/02/15 18:22,03/02/15 18:22,03/02/15 18:22,03/02/15 18:22,,1,
83,Limitar acesso a URLs sensíveis,false,true,servicosgovbr/guia-de-servicos,05/12/15 08:26,03/02/15 16:31,03/02/15 16:45,03/02/15 16:45,03/02/15 16:45,03/02/15 16:45,03/02/15 16:45,,1,
82,Aplicar tema à página de serviço,false,false,servicosgovbr/guia-de-servicos,05/15/15 15:24,03/01/15 15:34,03/02/15 16:46,03/02/15 16:46,03/02/15 16:46,03/02/15 16:46,03/02/15 16:46,,1,
81,Gerar tickets para cada request,false,false,servicosgovbr/guia-de-servicos,03/24/15 17:53,02/28/15 21:55,02/28/15 23:08,02/28/15 23:08,02/28/15 23:08,02/28/15 23:08,02/28/15 23:08,,1,
80,Página para Órgão,false,false,servicosgovbr/guia-de-servicos,05/15/15 14:55,02/27/15 11:05,02/27/15 18:08,02/27/15 18:08,02/27/15 18:08,02/27/15 18:08,02/27/15 18:08,,1,
79,Página para Linha da Vida,false,false,servicosgovbr/guia-de-servicos,05/14/15 10:11,02/27/15 11:02,02/27/15 11:02,02/27/15 11:02,02/27/15 11:02,02/27/15 11:02,02/27/15 11:02,,1,
78,Estudo sobre portais de serviços de outros governos,false,false,servicosgovbr/guia-de-servicos,04/30/15 20:05,02/26/15 18:12,02/26/15 18:12,02/26/15 18:12,02/26/15 18:12,02/26/15 18:12,02/26/15 18:12,04/30/15 20:05,1,63
77,Plano de Inserção,false,false,servicosgovbr/guia-de-servicos,03/30/15 19:11,02/26/15 15:51,02/26/15 15:51,02/26/15 15:51,02/26/15 15:51,02/26/15 15:51,02/26/15 15:51,03/30/15 19:11,1,32
76,Plano de Iterações pelo Método Ágil,false,false,servicosgovbr/guia-de-servicos,02/26/15 10:42,02/26/15 10:40,02/26/15 10:40,02/26/15 10:40,02/26/15 10:40,02/26/15 10:40,02/26/15 10:40,02/26/15 10:42,1,1
75,Mapa de release,false,false,servicosgovbr/guia-de-servicos,03/30/15 19:10,02/26/15 09:47,02/26/15 09:48,02/26/15 09:48,02/26/15 09:48,02/26/15 09:48,02/26/15 09:48,03/30/15 19:10,1,32
74,Mapa de atores do sistema (contém Plano de Comunicações),false,false,servicosgovbr/guia-de-servicos,04/30/15 20:05,02/26/15 09:44,02/26/15 09:44,02/26/15 09:44,02/26/15 09:44,02/26/15 09:44,02/26/15 09:44,04/30/15 20:05,1,63
73,Plano de Iterações,false,false,servicosgovbr/guia-de-servicos,04/30/15 20:05,02/26/15 09:42,02/26/15 09:44,02/26/15 09:44,02/26/15 09:44,02/26/15 09:44,02/26/15 09:44,04/30/15 20:05,1,63
72,Plano de Riscos,false,false,servicosgovbr/guia-de-servicos,03/30/15 19:10,02/26/15 09:41,02/26/15 09:41,02/26/15 09:41,02/26/15 09:41,02/26/15 09:41,02/26/15 09:41,03/30/15 19:10,1,32
71,Separar testes de integração dos testes unitários,false,true,servicosgovbr/guia-de-servicos,03/11/15 11:45,02/25/15 15:44,02/25/15 15:44,02/25/15 15:44,02/25/15 15:44,02/25/15 15:44,02/25/15 15:44,03/05/15 18:52,1,8
70,URLs com slugs,false,false,servicosgovbr/guia-de-servicos,05/15/15 14:54,02/25/15 04:42,02/25/15 16:24,02/25/15 16:24,02/25/15 16:24,02/25/15 16:24,02/25/15 16:24,,1,
69,Empacotar artefatos,false,false,servicosgovbr/guia-de-servicos,05/12/15 08:25,02/25/15 03:56,03/02/15 17:50,03/02/15 17:50,03/02/15 17:50,03/02/15 17:50,03/02/15 17:50,,1,
68,Exibir métricas para cada página,false,false,servicosgovbr/guia-de-servicos,05/15/15 14:51,02/25/15 03:54,03/09/15 16:21,03/09/15 16:21,03/09/15 16:21,03/09/15 16:21,03/09/15 16:21,,1,
67,Migalhas-de-pão não oferecem contexto,false,false,servicosgovbr/guia-de-servicos,05/14/15 11:25,02/25/15 03:52,02/25/15 03:52,02/25/15 03:52,02/25/15 03:52,02/25/15 03:52,02/25/15 03:52,,1,
66,Adicionar imagens para linhas da vida,false,false,servicosgovbr/guia-de-servicos,03/12/15 21:31,02/25/15 03:51,02/25/15 03:51,02/25/15 03:51,02/25/15 03:51,02/25/15 03:51,02/25/15 03:51,03/09/15 11:25,1,12
65,Adicionar sugestões para o OpenSearch,false,false,servicosgovbr/guia-de-servicos,03/09/15 15:26,02/23/15 17:28,02/23/15 17:35,02/23/15 17:35,02/23/15 17:35,02/23/15 17:35,02/23/15 17:35,03/09/15 09:21,1,14
64,Ícone do Guia para iOS e OpenSearch,false,false,servicosgovbr/guia-de-servicos,05/18/15 14:09,02/23/15 17:19,02/23/15 17:22,02/23/15 17:22,02/23/15 17:22,02/23/15 17:22,02/23/15 17:22,,1,
63,Configurando opensearch,false,false,servicosgovbr/guia-de-servicos,03/02/15 17:12,02/23/15 10:28,02/23/15 12:15,02/23/15 12:15,02/23/15 12:15,02/23/15 12:15,02/23/15 12:15,02/23/15 15:59,1,1
62,Adicionar OpenSearch,false,false,servicosgovbr/guia-de-servicos,03/09/15 15:19,02/21/15 18:38,02/23/15 10:25,02/23/15 10:25,02/23/15 10:25,02/23/15 10:25,02/23/15 10:25,02/23/15 17:23,1,1
61,Incorporar tema oficial,false,false,servicosgovbr/guia-de-servicos,03/09/15 15:17,02/21/15 00:06,02/21/15 00:06,02/21/15 00:06,02/21/15 00:06,02/21/15 00:06,02/21/15 00:06,02/23/15 19:32,1,3
60,Adicionar link para busca de serviços por órgão,false,false,servicosgovbr/guia-de-servicos,05/15/15 14:55,02/20/15 02:19,02/20/15 02:40,02/20/15 02:40,02/20/15 02:40,02/20/15 02:40,02/20/15 02:40,,1,
59,Adicionar ferramental para compilar SASS/SCSS -> CSS,false,false,servicosgovbr/guia-de-servicos,05/12/15 08:26,02/19/15 16:28,02/23/15 08:47,02/23/15 08:47,02/23/15 08:47,02/23/15 08:47,02/23/15 08:47,,1,
58,Analisar Eventos das Linhas da Vida,false,false,servicosgovbr/guia-de-servicos,03/12/15 09:21,02/19/15 15:05,02/19/15 15:06,02/19/15 15:06,02/19/15 15:06,02/19/15 15:06,02/19/15 15:06,03/12/15 09:21,1,21
57,Analisar Áreas de Interesse,false,false,servicosgovbr/guia-de-servicos,03/12/15 09:18,02/19/15 12:37,02/19/15 14:17,02/19/15 14:17,02/19/15 14:17,02/19/15 14:17,02/19/15 14:17,03/12/15 09:18,1,21
56,Exibir canais de prestação de serviço,false,false,servicosgovbr/guia-de-servicos,05/12/15 08:25,02/17/15 02:24,03/02/15 16:46,03/02/15 16:46,03/02/15 16:46,03/02/15 16:46,03/02/15 16:46,,1,
55,Aprimorar Linhas da Vida,false,false,servicosgovbr/guia-de-servicos,03/16/15 11:12,02/17/15 02:11,02/19/15 13:03,02/19/15 13:03,02/19/15 13:03,02/19/15 13:03,02/19/15 13:03,03/13/15 23:24,1,22
54,Mapear nomes de órgãos para strings conhecidas,false,false,servicosgovbr/guia-de-servicos,05/15/15 14:52,02/17/15 02:04,02/19/15 12:33,02/19/15 12:33,02/19/15 12:33,02/19/15 12:33,02/19/15 12:33,,1,
53,Importar URL para agendamento,false,false,servicosgovbr/guia-de-servicos,05/15/15 16:06,02/17/15 01:47,03/02/15 11:21,03/02/15 11:21,03/02/15 11:21,03/02/15 11:21,03/02/15 11:21,,1,
52,Revisar texto da página de acessibilidade,false,false,servicosgovbr/guia-de-servicos,05/14/15 10:23,02/16/15 06:11,03/02/15 22:23,03/02/15 22:23,03/02/15 22:23,03/02/15 22:23,03/02/15 22:23,,1,
51,Adicionar texto ao Mapa do Site,false,false,servicosgovbr/guia-de-servicos,05/15/15 16:38,02/16/15 06:11,03/02/15 22:38,03/02/15 22:38,03/02/15 22:38,03/02/15 22:38,03/02/15 22:38,,1,
50,Adicionar texto à pagina de Perguntas Frequentes,false,false,servicosgovbr/guia-de-servicos,05/14/15 10:26,02/16/15 06:09,03/09/15 16:14,03/09/15 16:14,03/09/15 16:14,03/09/15 16:14,03/09/15 16:14,,1,
49,Adicionar robots.txt,false,false,servicosgovbr/guia-de-servicos,02/16/15 06:08,02/13/15 23:12,02/16/15 06:08,02/16/15 06:08,02/16/15 06:08,02/16/15 06:08,02/16/15 06:08,02/16/15 06:08,1,1
48,Revisar texto da página de erro,false,false,servicosgovbr/guia-de-servicos,03/02/15 17:11,02/13/15 23:11,03/02/15 15:42,03/02/15 15:42,03/02/15 15:42,03/02/15 15:42,03/02/15 15:42,03/02/15 16:11,1,1
47,Criar mapping para /error,false,false,servicosgovbr/guia-de-servicos,02/13/15 23:10,02/13/15 09:33,02/13/15 09:33,02/13/15 09:33,02/13/15 09:33,02/13/15 09:33,02/13/15 09:33,02/13/15 23:10,1,1
46,Tentando ficar mais próximo das recomendações do IDG - #23,false,false,servicosgovbr/guia-de-servicos,02/12/15 14:01,02/12/15 11:58,02/12/15 14:00,02/12/15 14:00,02/12/15 14:00,02/12/15 14:00,02/12/15 14:00,02/12/15 14:00,1,1
45,Update autores.md,false,false,servicosgovbr/guia-de-servicos,02/12/15 12:27,02/12/15 11:34,02/12/15 12:27,02/12/15 12:27,02/12/15 12:27,02/12/15 12:27,02/12/15 12:27,02/12/15 12:27,1,1
44,Exibir nível de maturidade do serviço,false,false,servicosgovbr/guia-de-servicos,05/15/15 14:51,02/11/15 10:25,03/09/15 16:20,03/09/15 16:20,03/09/15 16:20,03/09/15 16:20,03/09/15 16:20,,1,
43,Relatório de buscas sem sucesso,false,false,servicosgovbr/guia-de-servicos,05/15/15 14:51,02/11/15 09:30,02/11/15 10:02,02/11/15 10:02,02/11/15 10:02,02/11/15 10:02,02/11/15 10:02,,1,
42,Órgãos disponíveis / serviços por órgão,false,false,servicosgovbr/guia-de-servicos,05/15/15 14:54,02/10/15 15:04,02/11/15 10:02,02/11/15 10:02,02/11/15 10:02,02/11/15 10:02,02/11/15 10:02,,1,
41,Pedir feedback dos usuários,false,false,servicosgovbr/guia-de-servicos,05/14/15 10:22,02/10/15 14:17,02/11/15 10:02,02/11/15 10:02,02/11/15 10:02,02/11/15 10:02,02/11/15 10:02,,1,
40,Exibir última atualização no serviço,false,false,servicosgovbr/guia-de-servicos,03/12/15 21:34,02/10/15 12:57,02/11/15 10:02,02/11/15 10:02,02/11/15 10:02,02/11/15 10:02,02/11/15 10:02,,1,
39,Cobertura de código reportada incorretamente (lombok),false,true,servicosgovbr/guia-de-servicos,03/05/15 13:55,02/10/15 10:37,02/10/15 12:58,02/10/15 12:58,02/10/15 12:58,02/10/15 12:58,02/10/15 12:58,,1,
38,Cobertura de código reportada incorretamente (xjc),false,true,servicosgovbr/guia-de-servicos,02/10/15 13:39,02/10/15 10:36,02/10/15 12:58,02/10/15 12:58,02/10/15 12:58,02/10/15 12:58,02/10/15 12:58,02/10/15 13:39,1,1
37,Exibir serviços similares,false,false,servicosgovbr/guia-de-servicos,02/08/15 01:17,02/08/15 01:06,02/08/15 01:09,02/08/15 01:09,02/08/15 01:09,02/08/15 01:09,02/08/15 01:09,02/08/15 01:17,1,1
36,Nomes de serviços muito grandes quebram o layout,false,false,servicosgovbr/guia-de-servicos,02/09/15 11:33,02/07/15 16:22,02/09/15 11:26,02/09/15 11:26,02/09/15 11:26,02/09/15 11:26,02/09/15 11:26,02/09/15 11:28,1,1
35,Margem ao topo da caixa de busca incorreta,false,false,servicosgovbr/guia-de-servicos,02/07/15 16:19,02/07/15 16:19,02/07/15 16:19,02/07/15 16:19,02/07/15 16:19,02/07/15 16:19,02/07/15 16:19,02/07/15 16:19,1,1
34,"Link ""Acessibilidade"" leva ao Portal Brasil",false,false,servicosgovbr/guia-de-servicos,02/07/15 14:53,02/07/15 14:46,02/07/15 14:53,02/07/15 14:53,02/07/15 14:53,02/07/15 14:53,02/07/15 14:53,02/07/15 14:53,1,1
33,Links de acessibilidade quebrados,false,false,servicosgovbr/guia-de-servicos,02/07/15 16:11,02/07/15 13:58,02/07/15 13:58,02/07/15 13:58,02/07/15 13:58,02/07/15 13:58,02/07/15 13:58,02/07/15 16:11,1,1
32,"O link ""Perguntas frequentes"" leva para o Portal Brasil",true,false,servicosgovbr/guia-de-servicos,02/07/15 13:50,02/07/15 11:34,02/07/15 11:34,02/07/15 11:34,02/07/15 11:34,02/07/15 11:34,02/07/15 11:34,02/07/15 13:50,1,1
31,Deployment do Alpha,false,false,servicosgovbr/guia-de-servicos,02/07/15 15:57,02/06/15 22:00,02/06/15 22:00,02/06/15 22:00,02/06/15 22:00,02/06/15 22:00,02/06/15 22:00,02/07/15 15:57,1,1
30,Coletar métricas,false,false,servicosgovbr/guia-de-servicos,02/05/15 23:03,02/05/15 17:59,02/05/15 17:59,02/05/15 17:59,02/05/15 17:59,02/05/15 17:59,02/05/15 17:59,02/05/15 22:53,1,1
29,"Corrigir Link ""Guia do Desenvolvedor"" no Readme",false,false,servicosgovbr/guia-de-servicos,02/04/15 16:07,02/04/15 16:03,02/04/15 16:07,02/04/15 16:07,02/04/15 16:07,02/04/15 16:07,02/04/15 16:07,02/04/15 16:07,1,1
28,Mover projeto para o Github do servicosgovbr,false,false,servicosgovbr/guia-de-servicos,02/04/15 13:05,02/04/15 13:05,02/04/15 13:05,02/04/15 13:05,02/04/15 13:05,02/04/15 13:05,02/04/15 13:05,02/04/15 13:05,1,1
27,Definição de KPIs,false,false,servicosgovbr/guia-de-servicos,02/07/15 16:16,02/03/15 19:10,02/03/15 19:10,02/03/15 19:10,02/03/15 19:10,02/03/15 19:10,02/03/15 19:10,02/07/15 16:16,1,4
26,corrige erro de digitação na documentação,false,false,servicosgovbr/guia-de-servicos,02/03/15 18:11,02/03/15 17:36,02/03/15 17:39,02/03/15 17:39,02/03/15 17:39,02/03/15 17:39,02/03/15 17:39,02/03/15 17:39,1,1
25,Coletar métricas de acesso,false,false,servicosgovbr/guia-de-servicos,02/11/15 10:03,02/03/15 15:56,02/06/15 12:09,02/06/15 12:09,02/06/15 12:09,02/06/15 12:09,02/06/15 12:09,02/11/15 10:03,1,5
24,Mostar um serviço,false,false,servicosgovbr/guia-de-servicos,02/05/15 23:03,02/03/15 15:54,02/03/15 15:54,02/03/15 15:54,02/03/15 15:54,02/03/15 15:54,02/03/15 15:54,02/05/15 23:03,1,2
23,Melhorar exibição dos resultados da busca,false,false,servicosgovbr/guia-de-servicos,05/14/15 18:32,02/03/15 15:53,02/03/15 15:53,02/03/15 15:53,02/03/15 15:53,02/03/15 15:53,02/03/15 15:53,,1,
22,Fazer uma busca simples,false,false,servicosgovbr/guia-de-servicos,02/05/15 23:03,02/03/15 15:52,02/04/15 13:57,02/04/15 13:57,02/04/15 13:57,02/04/15 13:57,02/04/15 13:57,02/05/15 23:03,1,1
21,Indexar guia atual,false,false,servicosgovbr/guia-de-servicos,02/04/15 01:53,02/03/15 15:50,02/03/15 15:58,02/03/15 15:58,02/03/15 15:58,02/03/15 15:58,02/03/15 15:58,02/04/15 01:53,1,1
20,Importar (partes) do tema gov.br,false,false,servicosgovbr/guia-de-servicos,02/03/15 15:36,02/03/15 15:31,02/03/15 15:36,02/03/15 15:36,02/03/15 15:36,02/03/15 15:36,02/03/15 15:36,02/03/15 15:36,1,1
19,Tratamento de infos da semana 1 e 2,false,false,servicosgovbr/guia-de-servicos,03/02/15 17:13,02/03/15 13:20,02/03/15 13:20,02/03/15 13:20,02/03/15 13:20,02/03/15 13:20,02/03/15 13:20,02/25/15 18:18,1,22
18,alterando link da documentação para o readthedocs,false,false,servicosgovbr/guia-de-servicos,02/02/15 23:05,02/02/15 23:02,02/02/15 23:05,02/02/15 23:05,02/02/15 23:05,02/02/15 23:05,02/02/15 23:05,02/02/15 23:05,1,1
17,minor / revisao da documentacao,false,false,servicosgovbr/guia-de-servicos,02/02/15 22:04,02/02/15 21:46,02/02/15 22:01,02/02/15 22:01,02/02/15 22:01,02/02/15 22:01,02/02/15 22:01,02/02/15 22:02,1,1
16,Adiciona README.md com alguns links para a documentação - resolve #14,false,false,servicosgovbr/guia-de-servicos,02/02/15 21:03,02/02/15 21:03,02/02/15 21:03,02/02/15 21:03,02/02/15 21:03,02/02/15 21:03,02/02/15 21:03,02/02/15 21:03,1,1
15,#14 Adicionando README com algumas informações,false,false,servicosgovbr/guia-de-servicos,02/02/15 21:03,02/02/15 20:27,02/02/15 21:03,02/02/15 21:03,02/02/15 21:03,02/02/15 21:03,02/02/15 21:03,02/02/15 21:03,1,1
14,Criar um README,false,false,servicosgovbr/guia-de-servicos,02/03/15 14:50,02/02/15 20:17,02/02/15 20:26,02/02/15 20:26,02/02/15 20:26,02/02/15 20:26,02/02/15 20:26,02/02/15 21:03,1,1
13,Compilar informações sobre usuários,false,false,servicosgovbr/guia-de-servicos,03/03/15 02:13,02/02/15 18:46,02/03/15 15:38,02/03/15 15:38,02/03/15 15:38,02/03/15 15:38,02/03/15 15:38,03/03/15 02:13,1,27
12,Documentar prós e contras do ElasticSearch,false,false,servicosgovbr/guia-de-servicos,02/04/15 12:48,02/02/15 18:41,02/02/15 18:41,02/02/15 18:41,02/02/15 18:41,02/02/15 18:41,02/02/15 18:41,02/03/15 14:56,1,1
11,Criar listas de emails,false,false,servicosgovbr/guia-de-servicos,02/02/15 18:40,02/02/15 18:39,02/02/15 18:39,02/02/15 18:39,02/02/15 18:39,02/02/15 18:39,02/02/15 18:39,02/02/15 18:40,1,1
10,Configurar Tablero,false,false,servicosgovbr/guia-de-servicos,02/02/15 19:04,02/02/15 18:39,02/02/15 18:39,02/02/15 18:39,02/02/15 18:39,02/02/15 18:39,02/02/15 18:39,02/02/15 19:04,1,1
9,Resumo da semana 1,false,false,servicosgovbr/guia-de-servicos,02/04/15 12:48,02/02/15 18:38,02/02/15 18:38,02/02/15 18:38,02/02/15 18:38,02/02/15 18:38,02/02/15 18:38,02/03/15 13:19,1,1
8,Subir fotos e organizá-las,false,false,servicosgovbr/guia-de-servicos,02/04/15 12:48,02/02/15 18:33,02/02/15 18:33,02/02/15 18:33,02/02/15 18:33,02/02/15 18:33,02/02/15 18:33,02/02/15 18:58,1,1
7,Análise das métricas atuais,false,false,servicosgovbr/guia-de-servicos,03/02/15 17:12,02/02/15 18:32,02/02/15 18:32,02/02/15 18:32,02/02/15 18:32,02/02/15 18:32,02/02/15 18:32,02/23/15 18:18,1,21
6,Adicionar geração de documentação automática,false,false,servicosgovbr/guia-de-servicos,02/02/15 16:41,02/02/15 16:27,02/02/15 16:37,02/02/15 16:37,02/02/15 16:37,02/02/15 16:37,02/02/15 16:37,02/02/15 16:41,1,1
5,Configurar CI/CD,false,false,servicosgovbr/guia-de-servicos,02/02/15 16:18,02/02/15 16:17,02/02/15 16:18,02/02/15 16:18,02/02/15 16:18,02/02/15 16:18,02/02/15 16:18,02/02/15 16:18,1,1
4,Adicionar git-crypt ao repositório,false,false,servicosgovbr/guia-de-servicos,02/02/15 16:15,02/02/15 16:11,02/02/15 16:15,02/02/15 16:15,02/02/15 16:15,02/02/15 16:15,02/02/15 16:15,02/02/15 16:15,1,1
3,Adicionar chaves GPG dos desenvolvedores,false,false,servicosgovbr/guia-de-servicos,02/02/15 16:15,02/02/15 15:57,02/02/15 16:15,02/02/15 16:15,02/02/15 16:15,02/02/15 16:15,02/02/15 16:15,02/02/15 16:15,1,1
2,Versão do Gradle não está travada,false,false,servicosgovbr/guia-de-servicos,02/02/15 15:54,02/02/15 15:53,02/02/15 15:54,02/02/15 15:54,02/02/15 15:54,02/02/15 15:54,02/02/15 15:54,02/02/15 15:54,1,1
1,Infraestrutura básica do projeto,false,false,servicosgovbr/guia-de-servicos,04/07/15 11:09,02/02/15 15:24,02/02/15 15:48,02/02/15 15:48,02/02/15 15:48,02/02/15 15:48,02/02/15 15:48,02/02/15 15:48,1,1
